TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages
K053286.000,,,,Free,,1779,"A short history of drugs: &c. likewise china and lacquered ware the produce of the East-Indies. Published for the sole direction of the commanders and officers in that service. Who are allowed private-trade, homeward bound: ...",,74
K082105.000,,,,Free,"Donovan, E. (Edward), 1768-1837.",1798,"An epitome of the natural history of the insects of China: comprising figures and descriptions ... By E. Donovan, ...",,147
K091879.000,,,,Free,"Brooke, Frances, 1724?-1789.",1783,"Rosina: a comic opera, in two acts. Performed at the Theatre-Royal in Covent-Garden.",,37
K113552.001,,,,Free,"Goldsmith, Oliver, 1730?-1774.",1762,"The citizen of the world: or letters from a Chinese philosopher, residing in London, to his friends in the east. ...",,288
K113552.002,,,,Free,"Goldsmith, Oliver, 1730?-1774.",1762,"The citizen of the world: or letters from a Chinese philosopher, residing in London, to his friends in the east. ...",,263
N00609,,,Evans 743; Wing J1111,Free,"Jamison, David, 1660-1739.",1696,"A journal of what passed in the expedition of His Excellency Col. Benjamin Fletcher, captain general and governour in chief of the province of New-York, &c. to Albany, to renew the covenant chain with the five canton nations of Indians, the Mohaques, Oneydes, Onondages, C[...]es and Sinnekes.","Fletcher, Benjamin, 1640-1703.; Five Nations.; Iroquois Indians -- Government relations.; Albany (N.Y.) -- History.; New York (State) -- History -- King William's War, 1689-1697.; United States -- History -- King William's War, 1689-1697.",12
N02310,,,Evans 2746,Free,"Greenwood, Isaac, 1702-1745.",1726,"An experimental course of mechanical philosophy. Whereby such a competent skill in natural knowledge may be attained to, (by means of various instruments, and machines, with which there are above three hundred curious, and useful experiments performed) that such persons as are desirous thereof, may, in a few weeks time, make themselves better acquainted with the principles of nature, and the wonderful discoveries of the incomparable Sir Isaac Newton, than by a years application to books, and schemes. / By Isaac Greenwood, A.M.","Astronomy -- Outlines, syllabi, etc.; Physics -- Outlines, syllabi, etc.",13
N03126,,,Evans 3776,Free,"Greenwood, Isaac, 1702-1745.",1734,"Explanatory lectures on the orrery, armillary sphere, globes and other machines, instruments, and schemes made use of by astronomers: accompanied with a great variety of physical experiments and curious remarks. / By Isaac Greenwood, A.M. Hollisian Professor of Philosophy & Mathematicks.","Physics -- Outlines, syllabi, etc.; Astronomy -- Outlines, syllabi, etc.",5
N04363,,,Evans 5395,Free,"Franklin, Benjamin, 1706-1790.; Evans, Lewis, 1700?-1756, ill.; Turner, James, d. 1759, engraver.",1744,"An account of the new invented Pennsylvanian fire-places: wherein their construction and manner of operation is particularly explained; their advantages above every other method of warming rooms demonstrated; and all objections that have been raised against the use of them, answered and obviated. : With directions for putting them up, and for using them to the best advantage. : And a copper-plate, in which the several parts of the machine are exactly laid down, from a scale of equal parts.","Stoves, Wood.; Fireplaces.; Advertisements -- Stoves, Wood.",42
N12110,,,Evans 15282,Free,"Dawes, Thomas, 1757-1825.; Langdon, Samuel, 1723-1797, dedicatee.",1777,The law given at Sinai: a poem. / By a young gentleman.,Revelation on Sinai -- Poetry.; Poems -- 1777.,10
N12544,,,Evans 15853,Free,"Hume, David, 1711-1776.; Smith, Adam, 1723-1790.; Strahan, William, 1715-1785.; Poivre, Pierre, 1719-1786. Travels of a philosopher.",1778,"The life of David Hume, Esq; the philosopher and historian, written by himself. ; To which are added, The travels of a philosopher, containing observations on the manners and arts of various nations, in Africa and Asia. From the French of M. Le Poivre, late envoy to the King of Cochin-China, and now intendant of the isles of Bourbon and Mauritius.","Hume, David, 1711-1776.; Agriculture -- Tropics.; Africa -- Description and travel.; Asia -- Description and travel.; Travel literature.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.",62
N13972,,,Evans 17681,Free,"Rathbun, Valentine, b. 1724.",1782,"A brief account of a religious scheme, taught and propagated by a number of Europeans, who lately lived in a place called Nisqueunia, in the state of New-York, but now residing in Harvard, Commonwealth of Massachusetts, commonly called, Shaking Quakers. / By Valentine Rathbun, Minister of the Gospel. ; [Two lines from Proverbs] ; To which is added, A dialogue between George the Third of Great-Britain, and his ministers; giving an account of the late London mob, and the original of the sect called Shakers. ; The whole being a discovery of the wicked machinations of the principal enemies of America.",Shakers.; Harvard (Mass.) -- Church history.; Watervliet (N.Y.) -- Church history.; Dialogues.,36
N15973,,,Evans 20444,Free,"Kolb, Peter, 1675-1726.; Le Comte, Louis, 1655-1728.; Wolf.",1787,"A Collection of voyages and travels, containing I. The voyage of Peter Kolben, A.M. to the Cape of Good Hope. II. A voyage to China, by Lewis Le Compte. III. Anecdotes of the elephant, from W[olf's] Travels.",Travel literature.; Anthologies.,133
N17383,,,Evans 22469,Free,"Dodsley, Robert, 1703-1764.; Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773.; Hill, John, 1714?-1775.",1790,"The oeconomy of human life, complete, in two parts: / translated from an Indian manuscript, written by an ancient Bramin. ; To which is prefixed, an account of the manner in which the said manuscript was discovered; in a letter from an English gentleman residing in China, to the Earl of *******.","Conduct of life.; Maxims.; Booksellers' advertisements -- New York (N.Y.).; Advertisements -- Medicines, Patent, proprietary, etc.",84
N24679,,,Evans 32696,Free,"Poivre, Pierre, 1719-1786.",1797,"Travels of a philosopher; or, Observations on the manners and arts of various nations in Africa and Asia. By M. Le Poivre, late envoy to the King of Conchin-China.; Voyages d'un philosophe. English",Agriculture -- Africa.; Agriculture -- Asia.; Africa -- Description and travel.; Asia -- Description and travel.; Travel literature.,93
N25272,,,Evans 33487,Free,"Campbell, Donald, 1751-1804.; Tanner, Benjamin, 1775-1848, engraver.; Mathews, Richard.; Campbell, Donald, 1751-1804. Journey over land to India.",1798,"A narrative of the extraordinary adventures, and sufferings by shipwreck & imprisonment, of Donald Campbell, Esq. of Barbreck: with the singular humours of his Tartar guide, Hasan Artaz; : comprising the occurrences of four years and five days, in an overland journey to India. : In a series of letters to his son. : [Three lines from Young]",Voyages and travels.; Prisoners -- India.; Shipwrecks.; Europe -- Description and travel; India -- Description and travel; Captivity narratives.,417
N28147,,,Evans 37521,Free,"Glendy, John, 1755-1832.",1800,"An oration, on the death of Lieut. Gen. George Washington, composed on the special request of the commandant and his brother officers, of the cantonment in this vicinity, and delivered at Staunton, on the twenty second day of February last past, 1800. / By Rev. John Glendy, Minister of the Gospel. ; [Six lines of Scripture texts]","Washington, George, 1732-1799 -- Death and burial.; Sermons -- 1800.",26
N29532,,,Shipton 39334; Wing E1236,Free,"Leverett, John, 1662-1724.",1698,"Association. Whereas there has been a horrid and detestable conspiracy formed and carried on by Papists and other wicked and traiterous persons for assassinating His Majesties royal person ... We whose names are hereunto subscribed, do heartily ... declare, that his present Majesty King William is rightful and lawful King of the realms of England, Scotland and Ireland ...","William -- III, -- King of England, 1650-1702.; Great Britain -- Colonies -- America.; Broadsides.",2
A03777,99854094,19501,STC 13897; ESTC S118887,Restricted,"Hubbard, William.",1569,"The tragicall and lamentable historie of two faythfull mates Ceyx kynge of Thrachine, and Alcione his wife: dravven into English meeter. By W. Hubbard. 1569",,18
A08442,99837257,1572,STC 18764; ESTC S101443,Restricted,"Ochino, Bernardino, 1487-1564.; Bacon, Anne Cooke, Lady, 1528?-1610.",1548,"Sermons of Barnardine Ochine of Sena godlie, frutefull, and uery necessarye for all true Christians translated out of Italien into Englishe","Sermons, Italian -- 16th century.",79
A08443,99841461,6046,STC 18765; ESTC S105735,Restricted,"Ochino, Bernardino, 1487-1564.; Argentine, Richard, d. 1568.",1548,"Sermons of the ryght famous a[n]d excellent clerke Master Bernardine Ochine, borne within the famous vniversyte of Siena in Italy, nowe also an exyle in this life, for the faythfull testimony of Jesus Christ",Sermons -- 16th century.,64
A08447,99838888,3278,STC 18769; ESTC S103131,Restricted,"Ochino, Bernardino, 1487-1564.; Phiston, William.",1580,"Certaine godly and very profitable sermons of faith, hope and charitie. First set foorth by Master Barnardine Occhine, of Siena in Italy, and now lately collected, and translated out of the Italian tongue, into the English by William Phiston of London student. Published for the profit of such as desire to vnderstand the truth of the gospell.",Theological virtues -- Sermons -- Early works to 1800.,250
A09252,99847425,12458,STC 19565; ESTC S112167,Restricted,"Pelletier, Thomas.; Pelletier, Pierre, fl. 1610, attributed name.",1610,"A lamentable discourse, vpon the paricide and bloudy assasination: committed on the person of Henry the fourth (of famous memorie) King of France and Navarre. Translated out of the French copy, printed at Rouen by Peter Courant, and the copie of Paris, printed by Francis Huey, with permission; Discours lamentable sur l'attentat commis en la personne de très-heureuse mémoire Henri IIII. English","Henry -- IV, -- King of France, 1553-1610 -- Assassination -- Early works to 1800.",14
A10504,99850866,16101,STC 20779; ESTC S115648,Restricted,"Vesalius, Andreas, 1514-1564.; Raynalde, Thomas, fl. 1540-1551.",1551,"A compendious declaration of the excellent uertues of a certain lateli inuentid oile, callid for the uuorthines thereof oile imperial VVith the maner hou the same is to be usid, to the benefite of mankind, against innumerable diseasis. Vuriten by Thomas Rainold Doc. of Phisick.; Epistola, rationem modumque propinandi radicis chynae decocti pertractans. English",Medicine -- Early works to 1800.,74
A14426,99846856,11850,STC 24745; ESTC S111541,Restricted,,1627,"A continued iournall of all the proceedings of the Duke of Buckingham his Grace in the Ile of Ree, containing these particulars The strong siedge of the French King before the towne of Rochell. The state of the towne of Rochell, with the demolishing of the new fort, which the Kings brother was building vpon the point Blanchine, by the Rochellers. The state of the English army vnder the conduct of the Duke of Buckingham. The surprising of nine boates of the enemies, which would have releeued the fort. The French in the fort driuen vnto a parley. The new supplies of the fort. The now state of the fort with the surpizing [sic] of the outworkes of the same. The supplies the Rochellers haue sent vnto the Duke. The funerall of Sir Iohn Borrowes. With many other occurences of note. Published by authority.","Buckingham, George Villiers, -- Duke of, 1592-1628.; Ré Expedition, 1627 -- Early works to 1800.",16
A16704,99842111,6740,STC 3606; ESTC S106394,Restricted,"Anderton, Lawrence.; Anderton, James, fl. 1624, attributed name.",1624,"Luthers life collected from the writinges of him selfe, and other learned Protestants, together with a further shorte discourse, touchinge Andreas Melanchton, Bucer, Ochine, Carolostadius, Suinglius, Caluine and Beza, the late pretended reformers of religion. Taken from the onely reporte of learned Protestants themselues. By Iohn Brerely priest and author of the Protestants apologie.","Luther, Martin, 1483-1546 -- Early works to 1800.; Reformation -- Biography.; Protestantism -- Controversial literature.",202
A19901,99840139,176416,STC 633; ESTC S104401,Restricted,"Aneau, Barthélemy, d. 1561.; Hammon, J.",1590,"Alektor = The cock Containing the first part, of the most excellent, and mytheologicall historie, of the valorous Squire Alector; sonne to the renowned Prince Macrobius Franc-Gal; and to the peerelesse Princesse Priscaraxe, Queene of high Tartary.; Alector. English",,201
A22714,99850623,15836,STC 922; ESTC S115404,Restricted,"Augustine, Saint, Bishop of Hippo.",1483,Excitacio fidelis ad elemosinam faciendam A b[ea]to Augustino conscripta; Excitatio ad eleemosynam faciendam.,Charity -- Early works to 1800.; Good works -- Early works to 1800.,14
A25894,8043708,40768,Wing A3785; ESTC R24187,Restricted,,1696,"The Art of assassinating kings taught Lewis XIV and James II by the Jesuites : wherein is discovered the secret of the last conspiracy form'd at Versailles in Sep. 1695, against the life of William III, King of Great Britain, and discover'd at White-Hall, Feb. 1695/6.","Regicides.; Great Britain -- History -- William and Mary, 1689-1702.",132
A31112,13078801,97219,Wing B993; ESTC R4253,Restricted,"Barton, Samuel, 1647 or 8-1715.",1696,"A sermon preach'd before the Honourable House of Commons at St. Margaret's Westminster, upon the 16th of April, 1696 being a day of thanksgiving unto Almighty God for discovering and disappointing an horrid and barbarous conspiracy of papists and other traiterous persons to assassinate and murder His Most Gracious Majesty's royal person and for delivering this kingdom from an invasion intended by the French / by Samuel Barton ...","Sermons, English -- 17th century.; Great Britain -- History -- William and Mary, 1689-1702 -- Sermons.",40
A31116,9304256,42664,Wing C1; ESTC R25959,Restricted,,1679,"The Deposition and farther discovery of the late horrid plot by one Mr. C------, late servant to Sir Tho. C------- in York-shire who arrived at London on Thursday the third of this instant July, and was examined by Sr. Robert Claton : wherein he declared that his said master offered him the summ of one thousand pounds to violate His Majestie's sacred person : and likewise ... that twelve Jesuit-priests are some few days since come over from St. Omers ... with a diabolical resolution to assessinate the life of His Sacred Majesty ... : as likewise the account of Mr. Richard Langhorn's discovery ... wherein he sheweth the vast revenues of the Jesuits in England : as also a true relation of a dreaful fire at Cottering in Northhampton-shire ....","Langhorne, Richard, 1654-1679.; Popish Plot, 1678.",10
A31223,19719012,109316,Wing C1232; ESTC R41881,Restricted,"Castillo Solórzano, Alonso de, 1584-1648?; Davies, John, 1627?-1693.",1700,"The life of Donna Rosina a novel : being, a pleasant account of the artifices and impostures of a beautiful woman, who jilted and cheated the most experienc'd sharpers, and made all persons unhappy, that thought her handsome / originally a Spanish relation, in three parts, done into English, by the ingenious Mr. E. W. ...; Garduña de Sevilla y anzuelo de las bolsas. English",,168
A35308,11875540,50207,Wing C742; ESTC R31291,Restricted,"Cary, Philip.",1690,"A solemn call unto all that would be owned as Christ's faithful witnesses, speedily and seriously, to attend unto the primitive purity of the Gospel doctrine and worship, or, A discourse concerning baptism wherein that of infants is disproved as having no footing nor foundation at all in the Word of God, by way of answer to the arguments made use of by Mr. William Allen, Mr. Sidenham, Mr. Baxter, Dr. Burthogge, and others for the support of that practice : wherein the covenant made with Israel at Mount Sinai ... : together with a description of that truly evangelical covenant God was pleased to make with believing Abraham ... / by Philip Carey ...","Allen, William, d. 1686.; Baxter, Richard, 1615-1691.; Burthogge, Richard, 1638?-ca. 1700.; Infant baptism.",284
A37327,11792323,49269,Wing D531A; ESTC R4934,Restricted,,1690,"The Declaration and manifesto of the Protestants of the vallies of Piedmont, called the Vaudois to all Christian princes & states, of the reasons of their taking up arms just now against the Duke of Savoy, and why they have put themselves under the protection of William, King of Great Britain, and of the evangelick cantons of Switzerland / done out of High Dutch.",Waldenses.,14
A38436,13304375,98961,Wing E3049; ESTC R12204,Restricted,,1680,"England's second warning-piece, or, Observations on the barbarous attempt to murther Justice Arnold, April the 15th 1680 containing 1. a true relation of the matter of fact, 2. some remarks on the circumstances, 3. a true copy of the pretended speech of Evans the popish priest, executed in Glamorganshire, as it was lately printed by the papists, in revenge of whose prosecution, this assassination is presumed to have been committed : with a comment on the hypocritical speech of that dying traytor.","Arnold, John, -- Justice.; Great Britain -- Religion -- 17th century -- Sources.",9
A38447,14906662,102842,Wing E3066; ESTC R34905,Restricted,,1688,"Englands triumphs for the Prince of Wales, or, A short description of the fireworks, machines &c. which were represented on the Thames before Whitehall to the King and Queen, nobility and gentry, forreign ministers and many thousands of spectators, on Tuesday-night July 17, 1688.","James, -- Prince of Wales, 1688-1766.; Great Britain -- History -- James II, 1685-1688.",2
A38667,11987440,51961,Wing E3344; ESTC R229328,Restricted,,1679,"The Established test in order to the security of His Majesties sacred person, and government, and the Protestant religion against the malitious attempts and treasonable machinations of Rome.",Test Act (1673),58
A38925,13301800,98933,Wing E3650; ESTC R11668,Restricted,,1695,"An Exact journal of the victorious expedition of the confederate fleet the last year, under the command of the Right Honourable Admiral Russel giving an account of his relieving Barcellona, and the taking of a great number of prizes from the French : with a copy of a letter sent by the Algerines to congratulate the English admiral's arrival in the Mediterranean : to which is added a relation of the engagement between Catp. Killegrew, and the two French men of war that were taken in the fare of Messina.","Killigrew, James, d. 1695.; Orford, Edward Russell, -- Earl of, 1653-1727.; Great Britain -- History, Military -- 1603-1714 -- Sources.",33
A40857,11791246,49209,Wing F384; ESTC R3816,Restricted,,1649,"The famous tragedie of King Charles I basely butchered by those who are, omne nesas proni patare pudoris inanes crudeles, violenti, importunique tyranni mendaces, falsi, perversi, perfidiosi, fædifragi, falsis verbis infunda loquentes in which is included, the several combinations and machinations that brought that incomparable Prince to the block, the overtures hapning at the famous seige of Colchester, the tragicall fals of Sir Charls Lucas and Sir George Lisle, the just reward of the leveller Rainsborough, Hamilton and Bailies trecheries, in delivering the late Scottish army into the hands of Cromwell, and the designe the rebels have, to destroy the royal posterity.","Charles -- I, -- King of England, 1600-1649 -- Drama.; Great Britain -- History -- Civil War, 1642-1649 -- Drama.",52
A41041,99828122,32549,Wing F62; ESTC R216391,Restricted,T. F.,1676,A letter from a person of quality on board the William and Mary in the fare of Messina to a friend in London Wherein is set forth the present state and condition of the said city. Also a true account of the French fleet now lying in the port of Messina. To which is added a brief discourse of the island of Sicilia concerning the several alterations of government and conquests made therein. With allowance.,Messina (Sicily) -- History -- 17th century.,8
A42367,9527731,43519,Wing G228; ESTC R26742,Restricted,"Gardiner, James, 1637-1705.",1696,"A thanksgiving-sermon preached at St. Michaels Crooked-Lane April 16th, 1696, upon occasion of His Majestie's deliverance from the late intended assassination of his sacred person in order to a French invasion / by James Gardiner.","Church of England -- Sermons.; Sermons, English -- 17th century.; Great Britain -- History -- William and Mary, 1689-1702 -- Sermons.",28
A43663,11821367,49581,Wing H1857; ESTC R10895,Restricted,"Hickes, George, 1642-1715.",1682,"The moral schechinah, or, A discourse of Gods glory in a sermon preached at the last Yorkshire-feast in Bow-church, London, June 11, 1682 / by George Hickes.","Bible. -- N.T. -- Corinthians, 1st, X, 32 -- Sermons.; Sermons, English -- 17th century.",39
A46553,12350266,59958,Wing J330; ESTC R34056,Restricted,"England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",1685,"A proclamation for discovering such as own, or will not disown a late treasonable declaration of war against His Majesty and the horrid principle of assassination ...",Treason -- Great Britain -- Early works to 1800.; Assassination -- Investigation -- Great Britain -- Sources.; Political crimes and offenses -- Great Britain -- Early works to 1800.; Broadsides,1
A46900,99828300,32727,Wing J770BA; ESTC R216574,Restricted,"Johnson, Christopher, b. 1657 or 8.",1696,"Three sermons preached the first in Richmond Church, August 17. 1690. on the most happy accession of Their Majesties, King William and Queen Mary to the Crown. The second in Mortlake Chuch in Surrey March 3. 1694. on the death of our late most gracious soveraign lady the Queen, of blessed memory. The third in Mortlake Church, April 16. 1696. being the day of Thanksgiving unto Almighty God, for discovering and disappointing the horrid and barbarous conspiracy to assassinate His most gracious Majesty's royal person: and for delivering this kingdom from an invasion, intended by the French. By Christopher Johnson, M.A. and school-master of Richmond in Surrey. Printed to prevent mistakes concerning the author.","Sermons, English -- 17th century.",66
A47654,12328427,55119,Wing L1037A; ESTC R8860,Restricted,"Lémery, Nicolas, 1645-1715.; Harris, Walter, 1647-1732.",1680,An appendix to a course of chymistry being additional remarks to the former operations : together with the process of the volatile sale of tartar and some other useful preparations / writ in French by Monsieur Nicholas Lemery ; translated by Walter Harris ...; Cours de chymie. English,Chemistry -- Early works to 1800.,170
A49596,12148167,55009,Wing L450; ESTC R9927,Restricted,"La Roche-Guilhen, Mlle de (Anne), 1644-1707.; J. M.",1692,Zingis a Tartarian history / written in Spanish ; and translated into English by J.M. ...; Zingis. English,,182
A50105,12412696,61574,Wing M107; ESTC R2667,Restricted,"W. M., Esq.",1679,"A satyrical poem on the most horrid and execrable Jesuitish Plot in 1678, for the assassination of the King, subversion of the government, destruction of Protestantism and introduction of popery also an humble address to His Most Sacred Majesty for the extirpation of popery / by a loyal subject to the King, a true son of the Church of England and a faithful servant to his countrey, W.M., Esq.","Popish Plot, 1678 -- Poetry.",8
A50864,99834035,38514,Wing M2071; ESTC R223751,Restricted,"Millington, Edward, d. 1703.",1691,"Auctio Millingtoniana picturarum omnigenarum, &c. A collection of extraordinary paintings & limnings with variety of the finest Italian, French, and other prints, (several of them originals) by the best masters. With many curiosities of the China make, and other artificial rarities. Will be sold by auction, for the diversion and entertainment of the gentlemen, ladies, &c. at Tunbridge-Wells, at the auction coffee-house, by the Lower Walks, near the Wells, on Thursday the 13th of this instant August, 1691. the sale beginning in the morning at eight, and continues till twelve in the forenoon) except Prayer-time.) By Edward Millington.",Art -- England -- Catalogs -- Early works to 1800.; Art auctions -- England -- London -- Early works to 1800.,4
A52932,99828204,32631,Wing N653A; ESTC R216473,Restricted,,1700,"A new list of fifty two ships gone to the East-Indies, in less than two years, with above two millions of bullion : and of fifty ships that went in seven years, from December 1690, to 1697 With a list of twenty six ships belonging to the Old East-India Company; with their tonns, guns, men, and cargoo's [sic]: also an account of ten ships arrived from East-India and China, since the 20th. of May last, with above five hundred thousand pieces of wrought goods ; and of three ships which arrived since the 20th. of January, which have brought in above one hundred thousand pieces of wrought silks, stuffs, and calico's, and not one pound of raw silk. With remarks and queries thereupon.",Shipping -- England -- Early works to 1800.,1
A53084,24419853,109695,Wing N903; ESTC R42212,Restricted,"Newcome, Peter, 1656-1738.",1696,"A sermon preached in the parish-church of Aldenham, in the county of Hertford, on Thursday, April 16, 1696 being the day of thanksgiving to almighty God for discovering and disappointing a horrid and barbarous conspiracy of papists and other trayterous persons to assassinate and murder His Most Gracious Majesty's Royal Person, and for delivering this kingdom from an invasion intended by the French / by Peter Newcome ... ; published at the request of the inhabitants of the said parish.","Bible. -- O.T. -- Nehemiah IX, 17 -- Sermons.; Sermons, English -- 17th century.",31
A55239,10594953,45335,Wing P2680; ESTC R28445,Restricted,,1696,A Poem occasion'd by the happy discovery of the horrid and barbarous conspiracy to assassinate His Most Sacred Majesty and to incourage an invasion from France,"Conspiracies -- England -- Poetry.; Great Britain -- History -- William and Mary, 1689-1702 -- Poetry.",5
A56425,12841529,94392,Wing P520; ESTC R33019,Restricted,,1648,"The Parliaments petition to the Divell to the most high and mighty emperour of darkenesse, Don sel de Lucifer, King of Acheron, Styx & Plegeton, Duke of Tartary, Marquesse of Cocitus, and lord paramount of Limbo.","Political satire.; Great Britain -- History -- Civil War, 1642-1649.; Great Britain -- Politics and government -- Anecdotes",12
A56793,11863076,50050,Wing P963; ESTC R17663,Restricted,"Pead, Deuel, d. 1727.",1696,"The Protestant King protected, the popish kings detected and defeated in a sermon preach'd at St. James Clarkenwell, April 16, 1696, being the day of publick thanksgiving for the deliverance of His Majesty, K. William III from assassination, and his kingdoms from invasion by the French / by Deuel Pead ...","William -- III, -- King of England, 1650-1702 -- Sermons.",38
A57480,13405495,99403,Wing R1737; ESTC R18093,Restricted,"Roch, Patrick.",1641,"A trve copie of a letter sent from Patrick Roch a Romish priest in Ireland to Doctor Washington, provost of the college of Dublin and to the whole society wherein may plainly appeare their further machinations and plot workes towards the subversion of Protestanisme if God permit : likewise a short description of the rebels proceeding as it was sent in posscript of the same letter : sent in a letter from Mr. William Reymond, ... to Mr. Charles Frank ...",Ireland -- History -- Rebellion of 1641.,7
A58098,99828760,33191,Wing R309A; ESTC R217059,Restricted,"Souches, Ludwig Raduit de, 1608-1683.",1664,"A true and perfect relation of the battail and victory lately obtained near Lewentz against twenty five thousand Turks, Tartars, and Moldavians, by General Souches: as it was sent to His Imperial Majesty, dated July 20. 1664.","Souches, Ludwig Raduit de, 1608-1683 -- Early works to 1800.",15
A61414,12622575,64555,Wing S5414; ESTC R22791,Restricted,"Stephens, Edward, d. 1706.",1700,"An abstract of common principles of a just vindication of the rights of the kingdom of God upon earth against the politick machinations of Erastian hereticks out of the Vindication of the deprived bishops, &c. / by a very learned man of the Church of England.","Dodwell, Henry, 1641-1711. -- Vindication of the deprived bishops.; Church of England -- Government.; Church of England -- Bishops -- Temporal power.; Church and state -- England.",36
A61463,13589068,100623,Wing S5465; ESTC R14197,Restricted,"Stephens, William, d. 1718.",1696,"A thanksgiving sermon preach'd before the Right Honourable the Lord Mayor, Court of Aldermen, sheriffs, and companies of the city of London at St. Mary-le-bow, April 16, 1696, upon occassion of His Majesty's deliverence from a villanous assassination in order to a French invasion by William Stephens ...","Bible. -- N.T. -- Colossians III, 15 -- Sermons.",34
A62050,99833633,38111,Wing S6279; ESTC R222455,Restricted,"Swinnock, George, 1627-1673.",1659,"Ouranos kai tartaros= heaven and hell epitomized. The true Christian characterized. As also an exhortation with motives, means and directions to be speedy and serious about the work of conversion. By George Swinnocke M.A. sometime fellow of Baliol Colledge in Oxford, and now preacher of the Gospel at Rickmersworth in Hertfordshire.",Christian life -- Early works to 1800.,458
A64290,13287940,98823,Wing T621; ESTC R10139,Restricted,"Teissier, Antoine, 1632-1715.",1690,The history of the negotiation of the ambassadors sent to the Duke of Savoy by the Protestant cantons of Switzerland concerning the Vaudois translated from the original copy printed in Switzerland.; Histoire l'ambassade envoyée en 1686 par les Suisses au duc de Savoye. English,Waldenses -- Italy -- Piemonte.,70
A64345,12563181,63304,Wing T678; ESTC R20715,Restricted,"Tende, Gaspard de, 1618-1697.",1698,"An account of Poland containing a geographical description of the country, the manners of the inhabitants, and the wars they have been engag'd in, the constitution of that government, particularly the manner of electing and crowning their king, his power and prerogatives : with a brief history of the Tartars / by Monsieur Hauteville ... ; to which is added, a chronology of the Polish kings, the abdication of King John Casimir, and the rise and progress of Socinianisme ; likewise a relation of the chief passages during the last interregnum ; and the election and coronation of the new King Frederic Augustus ; the whole comprehending whatsoever is curious and worthy of remark in the former and present state of Poland.; Relation historique de la Pologne. English","Jan -- II Kazimierz, -- King of Poland, 1609-1672.; Augustus -- II, -- King of Poland, 1670-1733.; Socinianism.; Poland -- Politics and government.; Poland -- Social life and customs.",319
A64545,13150793,98099,Wing T96; ESTC R16161,Restricted,"Tachard, Guy, 1651-1712.",1688,"A relation of the voyage to Siam performed by six Jesuits, sent by the French King, to the Indies and China, in the year, 1685 : with their astrological observations, and their remarks of natural philosophy, geography, hydrography, and history / published in the original, by the express orders of His Most Christian Majesty ; and now made English, and illustrated with sculptures.; Voyage de Siam des pères jésuites. English",Natural history -- Thailand.; Thailand -- Description and travel.; Cape of Good Hope (South Africa) -- Description and travel.; Java (Indonesia) -- Description and travel.,400
A67799,12530036,62757,Wing Y218; ESTC R8590,Restricted,"Y-Worth, W. (William)",1692,"Introitus apertus ad artem distillationis, or, The whole art of distillation practically stated, and adorned with all the new modes of working now in use in which is contained, the way of making spirits, aquavitæ, artificial brandy, and their application to simple and complex waters in the exact pondus of the greater and lesser composition, as also many curious and profitable truths for the exalting of liquors, being the epitomy and marrow of the whole art, supplying all that is omitted in the London distiller, French and baker &c., experience being the true polisher hereof : to which is added, the true and genuin way of preparing powers by three noble menstruums, sc. a purifiedisal armoniak, the volatile salt of tartar, and Sal Panaristos, through which they are exiles to an higher degree of perfection than any hitherto extant, together with their virtues and dose : illustrated with copper sculptures / by W. Y-worth ...",Distillation -- Early works to 1800.,215
A72506,99900356,150995,STC 15115.5; ESTC S125057,Restricted,,1595,"The true copie, of a letter vvritten to a gentleman of vvorship in England Lamentably discoursing the crueltie of Bashavv Mahomet, high admirall to the great Turke: vvho vvith a fleete of one hundred and seauen gallies, entred the confines of the Christian princes within the Straits of Gibraltar. With his landing in Sicilia an iland of the Spanish kings, which hee burned and spoiled, taking many prisoners. Also the taking of two of the principall gallies of the Duke of Florence with one thousand fighting men: the taking and burning of three great ships in the Vale of Messina, and two others in the gulphe of Venice, one which being a Venetian, the other a Fleming.",Naval battles -- Early works to 1800.,14
A73192,39960816,150511,STC 22919.7; ESTC S5327,Restricted,,1624,A Pleasant countrey maying song to the tune of the Popes machina.,"Ballads, English -- 17th century.; Broadsides -- London (England) -- 17th century.",1
A74895,50796659,166595,Thomason E703_6**,Restricted,"R. F. (Richard Farnworth), d. 1666.; Naylor, James, 1617?-1660.",1653,"A discovery of faith; wherein is laid down the ground of true faith, which sanctifieth and purifieth the heart, and worketh out the carnal part. Shewing the way that leadeth to salvation: with the difference betwixt the two seeds, the one of Mount Sinai, which tendeth to bondage; and the other, which is the immortal seed of God, begotten by the immortal word, which liveth and abideth for ever. Being as Isaac was, the childe of the promise, and of Jerusalem which is from above ... The difference betwixt the living word and the letter.",Faith -- Early works to 1800.,16
